ICAO,IATA,Nome_Aeroporto,Cidade
SNR8,,Fazenda Palotina Airstrip,Nova Maringá
SNR9,,Fazenda Aroeira Heliport,Padre Bernardo
SNRB,,Fazenda Rosa de Maio Airport,Itaituba
SNRC,,Ouro Verde Heliport,Curitiba
SNRD,PDF,Prado Airport,Prado
SNRE,,Fazenda Rebeca Airport,Serra Dourada
SNRF,,Ecofabril Heliport,Jundiaí
SNRG,,Furnas Centrais Elétricas S/A Heliport,Rio De Janeiro
SNRI,,Riviera de São Lourenço Heliport,Bertioga
SNRL,,Folhamatic Heliport,Americana
SNRM,,Remanso Airport,Remanso
SNRN,,Fazenda Vinte de Maio Airport,Getulina
SNRP,,Rio Paranaíba Airport,Rio Paranaíba
SNRQ,,Porto Rico Airport,Jacareacanga
SNRR,,Fazenda Aratau Airport,Novo Repartimento
SNRU,CAU,Caruaru Airport,Caruaru
SNRV,,Fazenda Rio Vermelho Airport,Sapucaia
SNRX,,Riachão Airport,Riachão
SNRY,,Redpoint I Heliport,Belo Horizonte
SNRZ,,Oliveira Airport,Oliveira
SNS2,,Fazenda Boa Vista Airport,Cláudia
SNS3,,Fazenda Nossa Senhora das Graças Airport,Colíder
SNS4,,Fazenda São Paulo do Cravarí Airstrip,Brasnorte
SNS6,,Fazenda Nova Esperança Airport,Cujubim
SNSC,,Sacramento Airport,Sacramento
SNSD,,Franor Airport,São Desidério
SNSE,,Sento Sé Airport,Sento Sé
SNSF,,Fazenda Entre Rios Airport,Porto Murtinho
SNSG,,Salgueiro Airport,Salgueiro
SNSH,,São José Airport,Santarém
SNSI,,Santa Maria do Suaçuí Airport,Santa Maria Do Suaçuí
SNSJ,,Fazenda Fogliatelli Airport,Sapezal
SNSK,,Santa Rita do Sapucai Airport,Santa Rita do Sapucai
SNSL,,Fazenda Califórnia Airport,Almeirim
SNSM,OPP,Salinópolis Airport,Salinópolis
SNSO,,Serro Airport,Serro
SNSQ,,Centro Empresarial Nações Unidas - Torre Norte Heliport,São Paulo
SNSR,,Fazenda Santos Reis Airport,Guarda-Mor
SNSS,,Salinas Airport,Salinas
SNST,,Souto Soares Airport,Souto Soares
SNSU,,Chácara Araguaia Airport,Xinguara
SNSW,SFK,Soure Airport,Soure
SNSX,,Fazenda São Martinho Airport,Ilha Solteira
SNSY,,Fazenda São José Airport,Bonito
SNT2,,Dois Irmãos Airstrip,Dois Irmãos do Tocantins
SNT3,,Serra Bonita Sementes Airstrip,Unaí
SNT4,,Fazenda Bela Vista Airport,São Desidério
SNT6,,Genésio Ceolin Airport,São Desidério
SNT7,,Fazenda Santa Rita Airport,Santa Isabel
SNT8,,Fazenda São João Airport,Luís Eduardo Magalhães
SNTA,,Fazenda São Miguel Airport,Pompéia
SNTD,,Fazenda Mamoneira Airport,Natalândia
SNTE,,Terras II Heliport,Itu
SNTF,TXF,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas
SNTH,,Fazenda São Francisco Heliport,Viana
SNTI,OBI,Óbidos Municipal Airport,Óbidos
SNTK,,Monte Carmelo Airport,Monte Carmelo
SNTL,,Brigadeiro Sampaio Airport,Tamboril
SNTM,,Turmalina Airport,Turmalina
SNTN,,Gama Helipad,Barueri
SNTO,TFL,Juscelino Kubitscheck Airport,Teófilo Otoni
SNTP,,Agropalma Airport,Tailândia
SNTQ,,Buritirama Airport,Buritirama
SNTR,,Piritiba Airport,Piritiba
SNTS,JPO,Aeroporto Brigadeiro Firmino Ayres,Patos
SNTY,,Correntina Airport,Correntina
SNU2,,Mater Dei Hospital Helipad,Nova Lima
SNUA,,Fazenda Paulista Airport,Santa Terezinha de Itaipu
SNUB,,Ubá Airport,Ubá
SNUC,,Açu Airport,Açu
SNUE,,Aero Sepé Aviação Agrícola Airport,São Sepé
SNUG,,Fazenda Eunice Airport,Vila Bela Da Santíssima Trindade
SNUH,,Piumhi Airport,Piumhi
SNUI,AIY,Araçuaí Airport,Araçuaí
SNUN,,Unaí Airport,Unaí
SNUO,,Banco Central Helipad,Rio de Janeiro
SNUP,,Usina Porto Rico Airport,Campo Alegre
SNUQ,,Pão de Açúcar Heliport,São Paulo
SNUR,,Iguatemi Empresarial Helipad,Fortaleza
SNUS,,Usina Delta I Airport,Delta
SNUT,,Utinga Airport,Utinga
SNUX,,Fazenda Santo Antônio Airport,Ribas Do Rio Pardo
SNUZ,,Usina Coruripe Airport,Coruripe
SNVA,,Fazenda Bela Vista Airport,Cumaru Do Norte
SNVB,VAL,Valença Airport,Valença
SNVC,,Viçosa Airport,Viçosa
SNVD,,Santa Maria da Vitória Airport,Santa Maria Da Vitória
SNVE,,Fazenda Vale das Estrelas Heliport,Areal
SNVF,,Banco Itaú Heliport,Rio De Janeiro
SNVH,,Fazenda Santa Helena Airport,Cáceres
SNVI,,Mélio Viana Public Airport,Três Corações
SNVN,,Fazenda Santa Clara Airport,Rubiácea
SNVO,,Fazenda Pontal Airport,Carneirinho
SNVR,,Aeroclube da Bahia Airport,Vera Cruz
SNVS,BVS,Breves Airport,Breves
SNVT,,Pires do Rio Heliport,São Caetano do Sul
SNVU,,Fazenda Itatuba Airport,Cássia
SNVV,,Valente Airport,Valente
SNVW,,Fazenda Santa Paula Airport,Comodoro
SNVX,,Helisul Slin Heliport,São José
SNVY,,Aeródromo de  Fazenda Ouro Verde,Paranhos
SNWC,CMC,Camocim - Pinto Martins Airport,Camocim
SNWD,,Fazenda Guavirá Airport,Iguatemi
SNWF,,Fazenda Cachoeirinha Airport,Ponta Porã
SNWG,,Fazenda Iporã Airport,Itaquiraí
SNWH,,Fazenda São Mateus Airport,Querência do Norte
SNWI,,Fazenda São João do Guapore Airport,Nova Lacerda
SNWJ,,Fazenda Rancho Alegre Airport,Araputanga
SNWK,,Fazenda Santa Terezinha Airport,Pedra Preta
SNWM,,Fazenda Bonito Airport,Ilha Solteira
SNWN,,Fazenda Aliança Airport,Pedra Preta
SNWO,,Fazenda Vera Cruz Airport,Amambaí
SNWQ,,Fazenda Santa Cecília Airport,Jari
SNWR,,Wilma Rabelo Airport,Senador José Porfírio
SNWS,JCS,Crateús Airport,Crateús
SNWU,,Fazenda Ponte Quinhá Airport,Aral Moreira
SNWV,,Viganó 3 Heliport,Esmeraldas
SNWW,,Paradise Golf Heliport,Mogi das Cruzes
SNWY,,Rodoviária Heliport,Vitória
SNXB,,Caxambu Airport,Caxambu
SNXC,,Viganó II Heliport,Betim
SNXE,,Aero Z Ferrus Airport,Ferreira Gomes
SNXF,,Retiro Santo Antônio da Fazenda Triunfo Airport,Corumbá
SNXG,,Fazenda dos Castanhais Airport,Sapucaia
SNXH,,Itapecuru Airport,Codó
SNXJ,,Juscelino Plaza Helipad,São Paulo
SNXK,,Fazenda Lagoa do Triunfo Airport,São Félix Do Xingu
SNXL,,Primavera Airport,Querência
SNXQ,,Xique-Xique Airport,Xique-Xique
SNXR,,Fazenda Conforto Airport,Itaituba
SNXT,,Pousada Alvorada Airport,Barão de Melgaço
SNXV,,Tranquilo Testolin Airport,Felixlândia
SNXX,,Maxaranguape Airport,Maxaranguape
SNXY,,Cikel Brasil Verde Airport,Portel
SNYA,GGF,Almeirim Airport,Almeirim
SNYB,,Ituiutaba Airport,Ituiutaba
SNYE,PHI,Pinheiro Airport,Pinheiro
SNYF,,Fazenda Parnaíba Airport,Tasso Fragoso
SNYG,,Naturágua Heliport,Fortaleza
SNYH,,Fazenda Vale Sereno Airport,Cumaru do Norte
SNYI,,Fazenda HJ Airport,Unaí
SNYJ,,Pista São Jorge Airport,Jacareacanga
SNYK,,Cumbuco Heliport,Caucaia
SNYP,,Chácara Paraíso Airport,Benevides
SNYR,,Fazenda Água Azul Airport,Itaituba
SNYS,,WD Agroindustrial Airport,João Pinheiro
SNYT,,Ituaçu Airport,Ituaçu
SNYU,,Iturama Airport,Iturama
SNYV,,Fazenda Socôco Airport,Moju
SNYW,GMS,Antônio Guerreiro Airport,Guimarães
SNZA,PPY,Pouso Alegre Airport,Pouso Alegre
SNZC,,Fazenda Águas Claras Airport,Iguatemi
SNZE,,Aeroxingu Airport,Altamira
SNZG,,Fazenda São Benedito Airport,Capâo Bonito
SNZH,,Fazenda Pequena Holanda Airport,Alto Parnaíba
SNZI,,Helvétia Heliport,Indaiatuba
SNZJ,,Edifício América Helipad,Araraquara
SNZK,,Fazenda Canadá Airport,Itacarambí
SNZM,,JCPM Trade Center Helipad,Recife
SNZN,,Fazenda Naná Porã Airport,Sete Quedas
SNZO,,Fazenda Bebida Velha Airport,Touros
SNZR,PYT,Pedro Rabelo de Souza Airport,Paracatu
SNZT,,Fazenda Recreio Airport,Paragominas
SNZU,,Fazenda Nova Conceição Airport,Tomé Açu
SNZV,,Fazenda Jamaica Airport,Ulianópolis
SNZW,ITE,Ituberá Airport,Ituberá
SNZX,,WSTC Helipad,Fortaleza
SNZZ,,Muzzi Airport,Coruripe
SS22,,Fazenda Pintassilgo Airport,Tabaporã
SS23,,Aero Zolet Airstrip,Antônio Prado
SS24,,Quinta do Olivardo Heliport,São Roque
SS25,,Maria Ravanello Airstrip,Peixoto de Azevedo
SS26,,Gerdau Miguel Burnier Heliport,Ouro Preto
SS27,,Fazenda Reunidas Vale do Juliana Airstrip,Igrapiúna
SS28,,Fazenda Nova Espadilha Airstrip,Itaquira
SS29,,Fazenda Modelo,Sinop
SS2A,,Fazenda Portoporã,Porto dos Gaúchos
SS2C,,Agro Bess Airport,Marcelândia
SS2D,,Agro Bess Airport,Campos Novos
SS2E,,Fazenda Esmeralda Airport,Porto Velho
SS2F,,Villa Campestre Heliport,Campo Alegre
SS2G,,Fazenda Chapéu Airport,Bom Jesus do Araguaia
SS2I,,Ilha de Curupu Heliport,Raposa
SS2K,,CBMRS Heliport,Porto Alegre
SS2L,,IBRAME 1 Heliport,Itatiaia
SS2M,,Fazenda 2M Airstrip,Nova Roma
SS2N,,Fazenda Maná Airport,Tuntum
SS2O,,Fazenda Semear Airport,São Desidério
SS2P,,Aeropark Serra Dourada Airstrip,Hidrolândia
SS2Q,,Major Brigadeiro do Ar Rui Moreira Lima Airport,Colinas
SS2R,,Fazenda Terra Roxa Airport,São Félix do Xingu
SS2S,,Fazenda CJB Agronegócio Airstrip,Ribas do Rio Pardo
SS2T,,Fazenda Estância Santa Maria Airstrip,Corguinho
SS2U,,Fazenda Nova Fronteira Airport,Divinópolis do Tocantins
SS2V,,Fazenda Sabaúna Airstrip,Figueirão
SS2W,,Fazenda Concórdia Airstrip,Formosa do Rio Preto
SS2X,,Agropecuária Jacaraí Airport,Alegrete
SS2Y,,Fazenda Alto Paraíso Airstrip,Alto Paraíso de Goiás
SS2Z,,Fazenda São Luiz Airport,Abreulândia
SS32,,PCH Telegráfica Airport,Campos de Júlio
SS33,,Andrade Porto Airstrip.,Paracatu
SS34,,Fazenda Tanabi Airport,Urandi
SS36,,Base Grifo Heliport,Guaíra
SS37,,Fazenda Maria Nilze Airport,Campo Grande
SS38,,Agropecuária Santa Alice Airport,Iguatemi
SS39,,Fazenda Nova Califórnia,Sacramento
SS3A,,Fazenda São Francisco Airstrip,Monte Alegre de Minas
SS3B,,Fazenda LB Airstrip,Vila Bela da Santíssima Trindade
SS3C,,Fazenda Boca do Monte Airport,Santana do Araguaia
SS3D,,Cafe Buriti Airport,Passagem Franca
SS3E,,Brisanet Airport,Pereiro
SS3F,,Sitio Chaparral Heliport,Divinópolis
SS3G,,Fazenda Imaculada Airstrip,Corumbá
SS3H,,Estância Santo Antônio,Maçambará
SS3I,,Rio Bonito Airport,Itaituba
SS3J,,Los Hermanos Competições Heliport,Imbituva
SS3K,,Grupo B&A Airport,Sidrolândia
SS3L,,Fazenda Flor da Mata Airport,São José do Xingu
SS3M,,Três Marias Airport,Rio Negro
SS3N,,Eduque Caldas Novas Heliport.,Caldas Novas
SS3O,,Acassu Ecofazenda Heliport,Acará
SS3P,,Continental Airport,Juína
SS3Q,,Fazenda Corrente Airport,São Miguel do Guaporé
SS3R,,Grupo Venetto Airstrip,Peixe
SS3S,,Fazenda Nossa Senhora Aparecida Airstrip,Porto Murtinho
SS3T,,Fazenda Paraná Airport,Balsas
SS3U,,Vô Aníbal Airport,Porto Velho
SS3V,,Termas Romanas Heliport,Restinga Sêca
SS3W,,Fazenda Matão Airport,Nova Brasilândia
SS3X,,DBJ Heliport,Porto Feliz
SS3Y,,Ecoparque Heliport,Cascavel
SS3Z,,PSA Agro Airport,Amarante do Maranhão
SS42,,Grupo Plenitude Airstrip,Nova Santa Helena
SS43,,Fazenda Capim Airstrip,Ipixuna do Pará
SS44,,Fazenda Nova Aurora Airstrip,Lambari d'Oeste
SS46,,Fazenda Morada de Deus Airport,Nova Mutum
SS48,,Fazenda São Francisco,Porto dos Gaúchos
SS49,,Fazenda Glória Airstrip,Nova Lacerda
SS4A,,Fazenda Potrich III Airport,Nova Ubiratã
SS4B,,Avenida Consolação 1601 Helipad,São Paulo
SS4C,,Fartura Airport,Fartura
SS4D,,FCF - Fazenda Córrego das Flores Airport,Aparecida do Taboado
SS4E,,Fazenda Casa da Pedra Heliport,Maraú
SS4F,,São Francisco Airstrip,Altamira
SS4G,,Petrasalis Heliport,Itajaí
SS4H,,Grupo Morena Airport,Campo Novo do Parecis
SS4I,,Fazenda Reunidas Airport,Lizarda
SS4J,,ALPS Heliport,Timóteo
SS4K,,Fazenda 3 Rios Airstrip,Balsas
SS4N,,Fazenda Agropecuária São Benedito Airport,Brasnorte
SS4O,,Fazenda Nossa Senhora Aparecida Airport,Gaúcha do Norte
SS4P,,Fazenda Apunã Airport,Novo Aripuanã
SS4U,,Cajamar Airport,Barra do Corda
SS8P,,Macaé d'Or Hospital Helipad,Macaé
SS8Q,,Topázio Heliport,Nova Lima
SS8R,,Fazenda Passo do Lobo Airport,Nova Mutum
SS8S,,Agropecuária BIM - Fazenda Cristalina Airport,Guiratinga
SS8T,,Fazenda Paiabanha Airstrip,Monte do Carmo
SSAA,,Hospital da Unimed Heliport,Belo Horizonte
SSAB,,Moisés Lupion Airport,Ibaiti
SSAD,,Fazenda Ribeirão Airport,Chapadão do Sul
SSAE,,Arroio Grande Airport,Arroio Grande
SSAF,,Aeroclube de Foz do Iguaçu Airport,Santa Terezinha de Itaipu
SSAG,,Fazenda Lobo Airport,Água Clara
SSAH,,Fazenda Sorriso Airport,São Félix do Araguaia
SSAI,,Fazenda Panamá Airport,Iaciara
SSAK,CZB,Carlos Ruhl Airport,Cruz Alta
SSAL,,Mostardeiro Heliport,Porto Alegre
SSAN,,Andirá Airport,Andirá
SSAO,,Fazenda Olhos D'Água Airport,Baixa Grande
SSAP,APU,Captain João Busse Airport,Apucarana
SSAQ,,Aeroclube Airport,Passo Fundo
SSAR,,Fazenda Jacaré Airport,Campo Grande
SSAS,,Edifício Serrador Helipad,Rio de Janeiro
SSAU,,Centeno Airport,Tapes
SSAV,,Fazenda Amonguijá Airport,Porto Murtinho
SSAY,,Sítio Pouso do Aviador Airport,Campo Grande
SSAZ,,Quatro Barras Heliport,Quatro Barras
SSBC,,Fazenda Barra do Tietê Airport,Castilho
SSBF,,Fazenda JL Airport,Aparecida do Taboado
SSBG,BGV,Aeroclube de Bento Gonçalves Airport,Bento Gonçalves
SSBI,,Condomínio Irmãos Gatto Airport,Barreiras
SSBK,,Fazenda Araruna Airport,Sonora
SSBL,BNU,Blumenau Airport,Blumenau
SSBN,,Belém Novo Airport,Porto Alegre
SSBP,,Parque Barigui Heliport,Curitiba
SSBQ,,Marfrig Bataguassu MS Airport,Bataguassu
SSBR,,Bandeirantes Airport,Bandeirantes
SSBT,,Fazenda Santa Ilídia Airport,Bataiporã
SSBU,,Fazenda Baguassu Airport,Porto Murtinho
SSBV,,Bela Vista Airport,Bela Vista
SSBW,,Fazenda Boa Sorte Airport,Sidrolândia
SSBX,,Fazenda Lageado Airport,Coxim
SSBY,,Orlando Chesini Ometto Airport,Miranda
SSCA,,Fazenda Pantanal Airport,Chapadão do Sul
SSCB,,Fazenda Santa Maria Airport,Mundo Novo
SSCC,,SC401 Square Corporate Helipad,Florianópolis
SSCD,,Chapadão do Sul Airport,Chapadão do Sul
SSCE,,Aeroclube de Bagé,Bagé
SSCF,,Max Fontoura Airport,Campo Largo
SSCG,,Orla 62 Helipad,Angra dos Reis
SSCH,,Fazenda Cachoeirão Airport,Nova Andradina
SSCI,,Coxim Airport,Coxim
SSCJ,,Fazenda Celeiro Airport,Rio Brilhante
SSCK,CCI,Olavo Cecco Rigon Airport,Concórdia
SSCL,CSS,Cassilândia Airport,Cassilândia
SSCM,,Fazenda Caçadinha Airport,Rio Brilhante
SSCN,CEL,Canela Airport,Canela
SSCO,,Comandante Marilda Zaiden de Mesquita Airport,Capão do Leão
SSCP,CKO,Cornélio Procópio Airport,Cornélio Procópio
SSCQ,,Salcã Airport,Cacequi
SSCR,,Balduino Helmuth Jope Airport,Marechal Cândido Rondon
SSCT,GGH,Engenheiro Gastão de Mesquita Filho Airport,Cianorte
SSCU,,Fazenda Santa Marina Airport,Santa Maria Das Barreiras
SSCW,,Fazenda Santa Glória Airport,Corumbá
SSCX,,Fazenda Coxilha Airport,Passo Fundo
SSCY,,Sikorski Heliport,Campo Largo
SSDA,,Água Mansa Heliport,São Sebastião
SSDD,,HELPN Nossa Senhora de Fátima Heliport,Canoas
SSDG,,Fazenda Nazaré Airport,Santa Filomena
SSDI,,Fazenda Bacatuba Airport,Buriti Bravo
SSDK,,São Pedro,
SSDL,,Fazenda Ribeirão Airport,Ribeirão Gonçalves
SSDO,,São Pedro Airport,Porto Seguro
SSDP,,Fazenda Fortaleza do Guaporé Airport,Vila Bela da Santíssima Trindade
SSDQ,,Fazenda Marema Airport,Miranda
SSDT,,Fazenda Pau d'Arco Airport,Redenção
SSDV,,Fazenda Santa Maria Airport,Corumbá
SSDW,,Fazenda Potrich Airport,Sorriso
SSDX,,Fazenda da Coxilha Airport,Camaquã
SSEB,,Mata Serena Airport,São Domingos
SSEC,,Edifício Sequóia Heliport,Ribeirão Preto
SSED,,Fazenda Escalada Airport,Pedro Gomes
SSEE,,Vale do Taquari Regional Airport,Estrela
SSEF,,Fazenda Passaredo Airport,Cajuru
SSEH,,Fazenda Pantera Airport,Alto Taquari
SSEJ,,Moinho Velho Heliport,Embu
SSEK,,Fazenda Lontra Airport,Ribas do Rio Pardo
SSEN,,Fazenda Baviera Heliport,Itagibá
SSEO,,Fazenda Mimoso Airport,Ribas do Rio Pardo
SSEP,,São Sepé Airport,São Sepé
SSEQ,,Fazenda Aldebaran Airport,Angélica
SSER,ERM,Erechim Airport,Erechim
SSEU,,Tabocal Airport,Itaituba
SSEV,,São Camilo Airport,Corumbá
SSEW,,Sítio Limoeiro Airport,Pardinho
SSEX,,Estância Caiman Airport,Miranda
SSEZ,,Espumoso Airport,Espumoso
SSFA,,Foz do Areia Airport,Pinhão
SSFB,FBE,Paulo Abdala Airport,Francisco Beltrão
SSFC,,Safra Airport,Dom Pedrito
SSFD,,Fazenda Acarajá Airport,Amambaí
SSFE,,Estância Hércules Airport,Foz do Iguaçu
SSFG,,Fazenda Guanabara Airport,Paranapoema
SSFH,,Vale dos Dinassauros Airport,Uberaba
SSFJ,,Fazenda Retiro da Cachoeira Airport,Campo Grande
SSFK,,Forte Coimbra Airport,Corumbá
SSFL,,João Pereira dos Santos Filho Airport,Fronteiras
SSFO,,Fazenda Novo Horizonte Airport,Miranda
SSFR,,Fronteira Airport,Fronteira
SSFS,,Fazenda Sapezal Airport,Sapezal
SSFX,,Fazenda Primavera Airport,Nova Fátima
SSFY,,Furnas Centrais Elétricas Heliport,Foz do Iguaçu
SSGA,,Garibaldi Airport,Garibaldi
SSGB,,Guaratuba Airport,Guaratuba
SSGE,,Fazenda Periquitos Airport,Três Lagoas
SSGF,,Fazenda Formosa Airport,Ribas do Rio Pardo
SSGH,,Fazenda Capão Verde Airport,Aquidauana
SSGJ,,Fazenda Poleiro Grande Airport,Corumbá
SSGL,,Fazenda Falcão Airport,Primavera do Leste
SSGM,,Fazenda Seriema Airport,Bela Vista
SSGN,,Fazenda Guaíba Airport,Iguatemi
SSGO,,Rosada Airport,São Gabriel D`Oeste
SSGP,,Piquet Airport,Brasília
SSGT,,Fazenda Capão Alto Airport,Rio Brilhante
SSGU,,Fazenda Gurucaia Airport,Santa Isabel do Ivaí
SSGV,,Sorocred Heliport,Votorantim
SSGW,,Manoel Ribas Airport,Goioerê
SSGX,,Fazenda Rio Negro Airport,Aquidauana
SSGY,GGJ,Guaíra Airport,Guaíra
SSGZ,,Fazenda Santa Helena do Pindó Airport,Naviraí
SSHA,,Aeroclube de Aquidauana Airport,Aquidauana
SSHD,,Fazenda Bipandora II Airport,Itaporã
SSHE,,Fazenda Nova Guaporé,Comodoro
SSHG,,Fazenda Tereré Airport,Antônio João
SSHH,,Helisul I Heliport,Foz do Iguaçu
SSHK,,Fazenda Jaguarandy Airport,Ponta Porã
SSHL,,Fazenda Jussara Airport,Jussara
SSHM,,Hospital Moinho de Vento Heliport,Porto Alegre
SSHN,,Recanto das Águias Airport,Iguaraçu
SSHO,,Hospital Santa Rita Helipad,Santa Rita
SSHR,,Horus Heliport,Joinville
SSHS,,Helisul IV Heliport,Foz do Iguaçu
SSHT,,Ingazeira Airport,Alta Floresta
SSHU,,Fazenda Centenário Airport,Aquidauana
SSHV,,Fazenda Genipapo Airport,Várzea da Palma
SSHX,,Aeródromo de Fazenda Jatobá,Paranhos
SSHZ,HRZ,Walter Bündchen Airport,Horizontina
SSIA,,Fazenda Ipê Airport,Baixa Grande do Ribeiro
SSIC,,APLIC Aviação Agrícola Ltda Airport,Dourados
SSIE,,Teruel Ipanema Estância Airport,Campo Grande
SSIF,,Fazenda Baunilha Airport,Itaquiraí
SSIH,,Fazenda Fortaleza Airport,Brasilândia
SSIJ,IJU,João Batista Bos Filho Airport,Ijuí
SSIK,,VIVO Heliport,Santana de Parnaíba
SSIN,,Sítio Costa dos Calhaus Heliport,Paraty
SSIP,,Fazenda Santa Otília Airport,Porto Murtinho
SSIQ,ITQ,Itaqui Airport,Itaqui
SSIR,,Ibirubá Airport,Ibirubá
SSIS,,Major José Ignácio Airport,Ibaté
SSIT,,Issaig I Heliport,Içara
SSIU,,Sítio Enel Airport,Pântano Grande
SSIW,,Fazenda Damaro Airport,Miranda
SSIX,,Fazenda Campo Verde Airport,Taquarussu
SSIZ,,Condomínio Fazenda da Grama Heliport,Itupeva
SSJA,JCB,Santa Terezinha Airport,Joaçaba
SSJB,,Salenco Airport,São Gabriel d`Oeste
SSJC,,Fazenda do Jacuí Airport,Guaíba
SSJF,,Polícia Federal Curitiba Heliport,Curitiba
SSJG,,Fazenda Santa Ana Airport,Porto Murtinho
SSJH,,Fazenda Guarani Airport,Nova Andradina
SSJI,,Jardim Airport,Jardim
SSJJ,,Fazenda Tupi Airport,Nova Andradina
SSJK,,Júlio de Castilho Airport,Júlio De Castilho
SSJM,,Fazenda Júlio Martins Airport,Chapadão Do Sul
SSJN,,Fazenda Santa Helena Heliport,Bragança Paulista
SSJO,,Fazenda Angico Airport,Corumbá
SSJP,,Fazenda Junqueira Airport,Colorado
SSJQ,,Fazenda Floresta Airport,Ribeirão Cascalheira
SSJS,,Malwee Heliport,Jaraguá do Sul
SSJV,,Fazenda Piratininga Airport,Corumbá
SSJW,,Fazenda Jauru Airport,Rio Brilhante
SSJX,,São Bento Airport,Corumbá
SSJY,,São João Airport,Corumbá
SSJZ,,Fazenda Três Unidos Airport,Terra Roxa
SSKA,,Fazenda Campinas Airport,Corumbá
SSKB,,Fazenda Tupanciretan Airport,Aquidauana
SSKC,,Fazenda União Airport,Inocência
SSKE,,Campo Primavera,Santa Mônica
SSKF,,Porto Bonito Airport,Itaquiraí
SSKG,,Estância Santa Maria Airport,Campo Grande
SSKH,,Fazenda Karl Hermann Isenberg Airport,Aral Moreira
SSKI,,Fazenda Santa Helena Airport,Cornélio Procópio
SSKK,,Capão da Canoa Airport,Capão Da Canoa
SSKM,CBW,Campo Mourão Airport,Campo Mourão
SSKP,,Copacel Airport,Palotina
SSKQ,,Fazenda Santa Rosa Airport,Nova Crixás
SSKR,,Fazenda Primavera Airport,Paraúna
SSKS,QDB,Cachoeira do Sul Airport,Cachoeira Do Sul
SSKT,,Aeroclube de Santa Catarina Airport,São José
SSKU,,Curitibanos Airport,Curitibanos
SSKW,OAL,Cacoal Airport,Cacoal
SSKX,,Fazenda São Luíz do Matão Airport,Carneirinho
SSKY,,Fazenda Querência Airport,Tangará Da Serra
SSKZ,,Carazinho Airport,Carazinho
SSLB,,Fazenda São Paulino Airport,Corumbá
SSLD,,Fazenda Lourdes Airport,Corumbá
